yy,mm,dd,site,ph,do,bod,cod,ss,tn,tp,toc,t.coli,cd,cn,pb,cr6+,as,hg,chla,f.coli,abs,sb
1995,1,6,탄천5,7.2,6,24.5,12.8,20,3.072,1.215,,4000,,,,,,,,,,
1995,1,18,고덕천,6.9,8.5,16.6,14.3,5,16.989,0.039,,23000,,,,,,,,,,
1995,1,18,안양천4,7.4,5.5,35.2,21.8,31,26.496,1.124,,1600000,,,,,,,,,,
1995,1,18,안양천5,7.6,4.9,16.3,17.7,10.7,28.512,0.801,,34000,,,,,,,,,,
1995,1,18,양재천,7.1,11.3,7.9,5.9,4.3,12.386,0.344,,30000,,,,,,,,,,
1995,1,18,정릉천,7.2,7.4,7.4,3.7,1.3,9.34,0.306,,4000,,,,,,,,,,
1995,1,18,중랑천2,7.5,6.8,38,16.4,10.5,13.553,0.526,,50000,,,,,,,,,,
1995,1,18,중랑천3,7.4,9.3,26.4,15.2,232.5,9.704,0.774,,50000,,,,,,,,,,
1995,1,18,중랑천4,7.3,7.1,19.8,19.8,15,12.25,0.914,,22000,,,,,,,,,,
1995,1,19,도림천,7.5,11,6.5,4.2,5,9.037,0.65,,2200,,,,,,,,,,
1995,1,19,목감천,7.2,8.2,66.8,23,29,14.088,1.075,,1100,,,,,,,,,,
1995,1,19,홍제천,7.2,11.5,8.3,5.2,2,6.79,0.407,,3000,,,,,,,,,,
1995,1,23,영등포,7.3,7.6,2.6,4.5,2.8,1.627,0.342,,16000,,,,,,,,,,
1995,2,3,가양,7.4,8,4,5.9,11.6,5.771,0.393,,42000,0,0,0,0,0,0,,0.1,,
1995,2,3,노량진,7.5,7.5,4.2,6,5.9,5.814,0.323,,19000,0,0,0,0,0,0,,0.1,,
1995,2,10,안양천4,7.8,5.5,30.9,23.9,36.5,9.888,1.624,,1600000,,,,,,,,,,
1995,2,10,안양천5,7.9,4.8,19.6,19.3,15.5,10.08,0.883,,170000,,,,,,,,,,
1995,2,15,도림천,7.6,10.5,8.8,7.1,8,10.062,1.014,,1100,,,,,,,,,,
1995,2,15,목감천,7.3,3.6,88.2,29.5,18,17.318,3.178,,170000,,,,,,,,,,
1995,2,15,정릉천,7.5,8.8,8.6,7.8,9.3,7.39,0.669,,17000,,,,,,,,,,
1995,2,15,중랑천2,7.5,10,40.6,22.8,42,14.584,1.887,,80000,,,,,,,,,,
1995,2,15,중랑천3,7.6,10.8,27,17.2,25,11.855,1.19,,70000,,,,,,,,,,
1995,2,15,중랑천4,7.3,6.2,43.2,20.2,21.5,13.907,1.976,,110000,,,,,,,,,,
1995,2,15,홍제천,7.7,12,7.7,7.6,2.4,6.632,0.507,,6000,,,,,,,,,,
1995,2,16,고덕천,7.4,9.8,19.5,17,10.8,13.479,0.568,,50000,,,,,,,,,,
1995,2,16,양재천,7.7,12.5,10.3,9,6.4,11.895,0.955,,40000,,,,,,,,,,
1995,2,23,구의,7.8,8.4,2,4.2,4.2,2.39,0.056,,1600,,,,,,,,,,
1995,2,23,보광,7.6,7.9,3.4,6.1,6.2,6.624,0.321,,1600,,,,,,,,,,
1995,2,23,암사,7.8,8,2.5,4.2,5,2.923,0.054,,130,,,,,,,,,,
1995,2,23,영등포,7.3,7.2,3.3,4.4,41.6,7.632,0.38,,3000,,,,,,,,,,
1995,2,23,잠실,7.8,8,2.5,4.3,5.8,2.794,0.075,,110,,,,,,,,,,
1995,2,27,탄천5,7.5,6.5,22.4,17,24.4,26.208,1.566,,22000,,,,,,,,,,
1995,3,2,탄천5,8,6,23.4,13,15.6,24.096,1.434,,90000,0,0,0,0,0,0,,0.1,,
1995,3,14,안양천4,7.5,4.5,22.6,17.2,72,18,1.518,,3000000,0,0.01,0,0,0,0,,0.8,,
1995,3,14,안양천5,7.5,2.8,17.9,18.1,40,13.872,0.889,,70000,0,0.01,0,0,0.004,0,,0.6,,
1995,3,15,고덕천,7,10.3,31.4,19.3,11.3,12.484,0.568,,40000,0,0,0,0,0,0,,0,,
1995,3,15,양재천,7.1,11.2,10.4,7,9,12.084,0.955,,3000,0,0,0,0,0,0,,0,,
1995,3,20,도림천,7.5,11.4,7.1,3.3,3.3,10.25,1.114,,6000,0,0,0,0,0,0,,0,,
1995,3,20,목감천,7.3,4,54,17.7,33,18.002,3.017,,6000000,0,0,0,0,0,0,,0.1,,
1995,3,20,정릉천,7.4,8.3,10.9,4,2,13.824,0.324,,40000,0,0,0,0,0,0,,0,,
1995,3,20,중랑천2,7.3,6.4,29.8,13.3,23,15.242,1.887,,2100000,0,0,0,0,0,0,,0.1,,
1995,3,20,중랑천3,7.4,8.9,26.5,13,10,12.654,1.19,,4000000,0,0,0,0,0,0,,0.1,,
1995,3,20,중랑천4,7.3,3.6,39.6,12.5,21.3,15.91,1.776,,2800000,0,0,0,0,0,0,,0.1,,
1995,3,20,홍제천,7.4,9.4,13,7.9,15.7,6.313,0.509,,30000,0,0,0,0,0,0,,0.1,,
1995,3,27,가양,7.5,7.6,4.2,7,9.7,6.494,0.33,,17000,0,0,0,0,0,0,,0.1,,
1995,3,27,구의,8.5,10.8,2.8,3.7,7.2,2.563,0.03,,300,0,0,0,0,0,0,,0,,
1995,3,27,노량진,7.7,8.5,4.5,6.3,7,6.549,0.31,,40000,0,0,0,0,0,0,,0.1,,
1995,3,27,보광,7.7,7.8,3.4,5.3,6.6,5.918,0.266,,1600,0,0,0,0,0,0,,0,,
1995,3,27,암사,8.4,10.8,2.5,3.4,7.2,2.606,0.058,,1600,0,0,0,0,0,0,,0,,
1995,3,27,영등포,7.3,7.2,2,4.8,4.4,6.552,0.268,,5000,0,0,0,0,0,0,,0.1,,
1995,3,27,잠실,8.4,8.1,2.3,3.3,7.1,3.024,0.046,,130,0,0,0,0,0,0,,0,,
1995,4,12,안양천4,7.5,4.2,20,22.5,42.5,22.368,1.244,,300000,,,,,,,,,,
1995,4,12,안양천5,7.5,3,12.5,20.7,21,24.096,1.034,,130000,,,,,,,,,,
1995,4,17,도림천,7.8,8,7.7,10.5,4,10.394,1.648,,17000,,,,,,,,,,
1995,4,17,목감천,7.3,1.4,76.8,32.2,25,15.164,1.747,,2200000,,,,,,,,,,
1995,4,17,정릉천,8.1,7,8.3,8.5,5,8.83,0.409,,40000,,,,,,,,,,
1995,4,17,중랑천2,7.5,7.8,26.4,31.7,90,13.788,1.35,,3500000,,,,,,,,,,
1995,4,17,중랑천3,8.4,7.2,38.4,22.1,10,13.258,0.758,,6000000,,,,,,,,,,
1995,4,17,중랑천4,7.2,2.1,53.4,27.7,36,13.661,1.514,,1100000,,,,,,,,,,
1995,4,17,홍제천,8.5,6.3,12,10.2,16,7.483,0.484,,220000,,,,,,,,,,
1995,4,19,고덕천,8.6,15.7,36.9,9.3,32,10.949,0.929,,350000,,,,,,,,,,
1995,4,19,성내천,7.5,6.6,5.5,6.5,3,5.413,0.152,,7000,,,,,,,,,,
1995,4,19,양재천,8.3,14.2,10.6,13,5,11.434,0.559,,17000,,,,,,,,,,
1995,4,20,영등포,7.9,8.9,4.7,7.6,17.5,1.776,0.193,,1300,,,,,,,,,,
1995,4,27,가양,7.6,9.5,5,8.4,13.1,6.228,0.319,,,0,0,0,0,0,0,,0.2,,
1995,4,27,구의,8.2,11.3,3,3.7,9.8,2.779,0.09,,500,,,,,,,,,,
1995,4,27,노량진,7.9,9.7,4.7,6.8,13.4,7.176,0.302,,,0,0,0,0,0,0,,0.1,,
1995,4,27,보광,7.7,12,3.7,5.3,8.6,4.968,0.181,,9000,,,,,,,,,,
1995,4,27,암사,8.3,11.4,2.9,3.5,9.6,2.131,0.043,,900,,,,,,,,,,
1995,4,27,잠실,8.3,11.5,2.5,3.4,6.6,2.318,0.042,,230,,,,,,,,,,
1995,4,28,탄천5,8,5.8,11.6,11.9,16,22.32,0.871,,240000,,,,,,,,,,
1995,5,2,가양,7.5,9.8,4.7,6.3,13.4,6.736,0.351,,61000,0,0,0,0,0,0,,0.2,,
1995,5,2,구의,8.1,10.4,2.7,4.2,5,1.93,0.058,,2800,,,,,,,,,,
1995,5,2,노량진,7.6,10.2,5,6.6,11,6.826,0.348,,72000,0,0,0,0,0,0,,0.2,,
1995,5,2,보광,7.8,9.8,4,6.7,11.8,5.846,0.443,,16000,,,,,,,,,,
1995,5,2,암사,8.3,10.5,2.2,3.4,4.8,1.93,0.06,,1100,,,,,,,,,,
1995,5,2,잠실,8.3,10.2,2.7,3.9,3.4,1.541,0.044,,1100,,,,,,,,,,
1995,5,8,도림천,9.3,9.4,15.8,9.9,5,19.588,0.022,,11000,,,,,,,,,,
1995,5,8,목감천,8.2,5.8,139.8,20.9,70,36.388,0.602,,2400000,,,,,,,,,,
1995,5,8,정릉천,7.8,9.6,4.8,3.1,15,20.712,0.47,,17000,,,,,,,,,,
1995,5,8,중랑천2,8.8,15.2,30,18.2,34,25.843,0.193,,280000,,,,,,,,,,
1995,5,8,중랑천3,8.1,8,48.6,14.6,25,24.904,0.442,,170000,,,,,,,,,,
1995,5,8,중랑천4,7.4,2.6,58.2,14.7,16,26.672,1.484,,7000000,,,,,,,,,,
1995,5,8,홍제천,9.2,15,27,10,9,9.851,0.112,,300000,,,,,,,,,,
1995,5,9,고덕천,9.1,15.2,17.8,29.3,28,7.59,0.017,,40000,,,,,,,,,,
1995,5,9,성내천,7.7,8.4,3.5,6.3,5,4.951,0.026,,600000,,,,,,,,,,
1995,5,9,양재천,7.7,11.2,16.3,11.1,43,23.095,0.022,,50000,,,,,,,,,,
1995,5,11,탄천5,7.3,6.8,11.2,13.7,24.6,20.16,0.956,,1600000,,,,,,,,,,
1995,5,15,안양천4,7.4,5.9,10.4,19.8,26.2,28.512,0.739,,500000,,,,,,,,,,
1995,5,15,안양천5,7.4,5.9,13.2,18.6,16.4,10.656,1.108,,900000,,,,,,,,,,
1995,5,24,영등포,7.7,8.5,4.9,6.8,7.2,4.992,0.419,,11000,,,,,,,,,,
1995,6,2,탄천5,7.3,6.2,20.3,15.9,17.6,21.12,0.902,,700000,0.002,0,0.01,0,0.008,0,,0.2,,
1995,6,7,고덕천,7.4,10,22.8,20.6,5,9.623,0.403,,70000,0,0,0,0,0,0,,0,,
1995,6,7,도림천,7.8,7.5,13.2,10.4,7,8.736,0.389,,26000,0,0,0,0,0,0,,0,,
1995,6,7,목감천,7.5,1.4,54,27.9,30,9.817,1.345,,3000000,0,0,0,0,0,0,,0,,
1995,6,7,성내천,8,8.6,13.7,7.7,4,7.595,0.089,,80000,0,0,0,0,0,0,,0,,
1995,6,7,양재천,7.8,10.8,16.6,11,7,10.872,0.175,,30000,0,0,0,0,0,0,,0,,
1995,6,7,정릉천,7.7,5.4,12.2,8.3,5,9.575,0.387,,5000,0,0,0,0,0,0,,0,,
1995,6,7,중랑천2,7.9,8.2,38.4,20.4,46,10.738,0.718,,11000,0,0,0,0,0,0,,0,,
1995,6,7,중랑천3,7.7,10.6,34.2,18.3,35,10.436,0.328,,280000,0,0,0,0,0,0,,0,,
1995,6,7,중랑천4,7.3,1.4,54,20.8,31,10.291,0.153,,3000000,0,0,0,0,0,0,,0,,
1995,6,7,홍제천,8.2,8.6,30.6,12.5,26,8.952,0.466,,50000,0,0,0,0,0,0,,0,,
1995,6,13,안양천4,7.5,2.8,13,21.8,39.7,22.032,0.981,,1600000,0.006,0,0.07,0,0,0,,1,,
1995,6,13,안양천5,7.4,1.4,10.9,18.9,18.7,22.752,1.026,,500000,0.007,0,0.13,0,0.008,0,,0.5,,
1995,6,23,영등포,7.4,9.2,3.8,5.6,8.2,4.81,0.396,,3000,0,0,0,0,0,0,,0.1,,
1995,6,29,가양,7.3,8.9,3.9,6.9,12.6,6.89,0.336,,96000,0,0,0,0,0,0,,0.1,,
1995,6,29,구의,8,9.5,1.5,3.3,4.1,1.814,0.119,,800,0,0,0,0,0,0,,0.1,,
1995,6,29,노량진,7.5,8.8,3.8,5.8,9.8,4.791,0.266,,74000,0,0,0,0,0,0,,0.1,,
1995,6,29,보광,7.4,9.2,3.8,5.9,20.6,4.032,0.297,,160000,0,0,0,0,0,0,,0.2,,
1995,6,29,암사,8,9.3,1.5,3.4,3.6,1.699,0.114,,5000,0,0,0,0,0,0,,0.2,,
1995,6,29,잠실,7.8,9.4,1.5,3.8,3.7,1.459,0.058,,3000,0,0,0,0,0,0,,0.2,,
1995,7,14,안양천4,7.4,3.2,9.3,14.3,59,8.006,0.576,,22000,,,,,,,,,,
1995,7,14,안양천5,7.2,0.8,17,17.3,24,13.132,0.828,,1300,,,,,,,,,,
1995,7,18,고덕천,7.4,1.8,14.6,13.5,5,11.549,1.134,,300000,,,,,,,,,,
1995,7,18,도림천,7.4,5.2,7.4,8.9,3,6.814,0.341,,240000,,,,,,,,,,
1995,7,18,목감천,7.4,1.1,48.5,27.2,95,15.855,1.965,,1100000,,,,,,,,,,
1995,7,18,성내천,7.4,3,4.9,8.7,5,4.044,0.25,,5000,,,,,,,,,,
1995,7,18,양재천,9.1,6.4,6.4,8.5,6,6.029,0.238,,40000,,,,,,,,,,
1995,7,18,정릉천,7.2,4.4,13.3,10.3,7,8.132,0.422,,240000,,,,,,,,,,
1995,7,18,중랑천2,7.4,5.6,6.2,8.3,15,7.113,0.231,,140000,,,,,,,,,,
1995,7,18,중랑천3,7.3,6.8,3.4,7.6,14,5.302,0.141,,60000,,,,,,,,,,
1995,7,18,중랑천4,7.3,4,10.6,9.2,12,10.716,0.905,,110000,,,,,,,,,,
1995,7,18,홍제천,7.3,1.1,25.7,13.1,12,9.851,0.921,,5000000,,,,,,,,,,
1995,7,20,영등포,7.7,6.5,3.4,5,6.3,7.546,0.302,,2200,,,,,,,,,,
1995,7,28,가양,7.3,3.4,4.5,6.9,38.8,6.228,0.243,,35000,0,0,0,0,0,0,,0.2,,
1995,7,28,구의,8.4,8.6,2.4,3.4,4,2.995,0.03,,1300,,,,,,,,,,
1995,7,28,노량진,7.6,7.4,4.3,6,19.4,3.934,0.429,,21000,0,0,0,0,0,0,,0.1,,
1995,7,28,보광,7.5,7.5,4.2,5.1,4.4,4.162,0.276,,24000,,,,,,,,,,
1995,7,28,암사,8.3,10.2,1.9,3.4,4.4,2.002,0.088,,1300,,,,,,,,,,
1995,7,28,잠실,8.3,10.1,1.7,3.4,4.4,3.067,0.037,,1300,,,,,,,,,,
1995,7,29,탄천5,7.4,5,15.8,13,12.3,20.88,0.847,,500000,,,,,,,,,,
1995,8,7,안양천4,7.5,2.8,10.4,14.9,22,13.19,1.057,,170000,,,,,,,,,,
1995,8,7,안양천5,7.4,0.9,10.8,13.7,6.7,12.73,0.993,,50000,,,,,,,,,,
1995,8,16,고덕천,8,8.6,13.7,17.4,14,6.308,0.316,,2400,,,,,,,,,,
1995,8,16,도림천,6.6,3.9,19.2,20.6,26,6.774,0.231,,800000,,,,,,,,,,
1995,8,16,목감천,7.2,3.8,35.5,35.8,35,10.425,1.473,,4000000,,,,,,,,,,
1995,8,16,성내천,7.3,7.6,4.6,9.6,3,3.537,0.085,,21000,,,,,,,,,,
1995,8,16,양재천,7.6,8.4,3.8,8.4,7,6.019,0.214,,24000,,,,,,,,,,
1995,8,16,정릉천,7.3,4.8,21.8,16.5,8,7.804,0.624,,900000,,,,,,,,,,
1995,8,16,중랑천2,7.3,6.8,12.5,18.3,33,7.075,0.301,,210000,0,,,,,,,,,
1995,8,16,중랑천3,7.6,7.8,12.2,12.9,47,5.299,0.164,,30000,,,,,,,,,,
1995,8,16,중랑천4,7.3,5.6,13.5,18.8,32,9.052,0.893,,900000,,,,,,,,,,
1995,8,16,홍제천,8,7.2,16.3,19.9,9,6.556,0.605,,1700000,,,,,,,,,,
1995,8,21,영등포,7.1,8.6,3.1,3.8,28,2.323,0.115,,90000,,,,,,,,,,
1995,8,26,가양,7.2,5.9,3.9,5.9,42.3,2.557,0.216,,88000,0,0,0,0,0,0,,0.1,,
1995,8,26,구의,7.7,8.8,2.4,4.2,14.4,2.717,0.077,,24000,,,,,,,,,,
1995,8,26,노량진,7.4,8.3,2.9,4.1,20,1.729,0.086,,40000,0,0,0,0,0,0,,0.1,,
1995,8,26,보광,7.4,8.3,2.5,4.5,12,2.141,0.071,,50000,,,,,,,,,,
1995,8,26,암사,7.6,8.7,2.3,4.7,14.4,3.149,0.09,,16000,,,,,,,,,,
1995,8,26,잠실,8.2,9.3,1.7,4.2,10.4,2.198,0.056,,3000,,,,,,,,,,
1995,8,27,탄천5,7.2,4.3,18.7,10.8,28.5,18.144,0.328,,1100000,,,,,,,,,,
1995,9,9,중랑천2,8,7,7.2,5.9,11,6.264,0.451,,170000,0,0,0,0,0,0,140000,0,,
1995,9,11,고덕천,8.3,9.4,4.7,8.1,9,7.016,0.383,,50000,0,0,0,0,0,0,,0,,
1995,9,11,성내천,8.2,4.8,2.9,5.5,4,5.504,0.092,,30000,0,0,0,0,0,0,,0,,
1995,9,11,양재천,8.1,9.5,4.8,5.7,5,7.904,0.409,,90000,0,0,0,0,0,0,,0,,
1995,9,11,정릉천,7.9,5.6,26.3,13.9,12,8.504,0.67,,30000,0,0,0,0,0,0,,0,,
1995,9,11,중랑천3,7.6,7.2,4,5.1,7,8.344,0.292,,300000,0,0,0,0,0,0,17000,0,,
1995,9,11,중랑천4,7.3,5.2,14.3,9.2,14,9.4,1.057,,2400000,0,0,0,0,0,0,1400000,0,,
1995,9,12,도림천,7.6,5.6,10.7,11,5,3.056,0.2,,600000,0,0,0,0,0,0,,0,,
1995,9,12,목감천,7.2,3.4,8.2,13.6,15,8.64,1.151,,2400000,0,0,0.04,0,0,0,,0,,
1995,9,12,안양천4,7.3,4.5,10.5,12.6,12,13.075,0.801,,500000,0,0,0,0,0,0,,0.6,,
1995,9,12,안양천5,7.2,1.3,10.8,13.4,10.8,12.874,0.594,,500000,0,0,0,0,0,0,,0.7,,
1995,9,12,홍제천,8,8,18.5,8.6,13,6.48,0.624,,170000,0,0,0.02,0,0,0,,0,,
1995,9,22,영등포,7,8.1,3.4,4.5,56.7,2.098,0.143,,30000,0,0,0,0,0,0,,0,,
1995,9,30,가양,7.1,8.5,4.4,6.1,78.1,4.779,0.271,,210000,0,0,0,0,0,0,,0,,
1995,9,30,구의,6.8,9.7,2,4.1,58,3.226,0.106,,24000,0,0,0,0,0,0,,0,,
1995,9,30,노량진,7.2,8.8,2.4,3.6,34.5,3.44,0.069,,98000,0,0,0,0,0,0,,0,,
1995,9,30,보광,7.1,8.7,1.9,3.2,38.8,2.035,0.078,,9000,0,0,0,0,0,0,,0,,
1995,9,30,암사,6.7,9.8,1.7,4.3,58.4,2.486,0.092,,24000,0,0,0,0,0,0,,0,,
1995,9,30,잠실,7,9.4,1.5,3.1,34,2.107,0.077,,3000,0,0,0,0,0,0,,0,,
1995,9,31,탄천5,7.1,7.6,9.5,7.9,9,13.176,0.401,,240000,0,0,0,0,0,0,,0,,
1995,10,4,탄천5,7.1,6.2,13.7,9.7,22.8,19.96,1.156,,220000,,,,,,,,,,
1995,10,5,가양,7.2,6.3,3.5,5.2,15,7.109,0.218,,34000,0,0,0,0,0,0,,0,,
1995,10,5,구의,7.6,9.5,1.3,3,6.2,2.021,0.063,,3000,,,,,,,,,,
1995,10,5,노량진,7.3,7.9,3,4.1,6.5,6.043,0.185,,40000,0,0,0,0,0,0,,0,,
1995,10,5,보광,7.5,9.2,1.9,3.4,6.8,2.515,0.101,,13000,,,,,,,,,,
1995,10,5,암사,7.7,9.5,1.2,3,5.6,1.541,0.029,,5000,,,,,,,,,,
1995,10,5,잠실,7.8,9.9,1.3,3.2,6.4,2.04,0.018,,40,,,,,,,,,,
1995,10,9,고덕천,8.5,8.5,11,5.5,12,6.816,0.398,,40000,,,,,,,,,,
1995,10,9,도림천,7.5,5.6,5.4,3.4,6,6.096,0.383,,240000,,,,,,,,,,
1995,10,9,목감천,7.5,1.2,43.7,21.9,46.4,13.608,2.088,,1400000,,,,,,,,,,
1995,10,9,성내천,7.5,5.4,5.5,2.7,3.2,2.032,0.052,,40000,,,,,,,,,,
1995,10,9,양재천,7.8,10,5.2,4.4,4.4,6.16,0.525,,90000,,,,,,,,,,
1995,10,9,정릉천,7.4,7.2,15.4,8.1,4.4,12.2,0.95,,1100000,,,,,,,,,,
1995,10,9,중랑천2,7.6,7.8,12.7,5.8,18.4,6.712,0.657,,1100000,,,,,,,700000,,,
1995,10,9,중랑천3,7.6,10.4,7.4,5.4,9.2,6.624,0.29,,90000,,,,,,,9000,,,
1995,10,9,중랑천4,7.4,3.8,13.9,6.6,30.8,9.448,1.07,,1400000,,,,,,,700000,,,
1995,10,9,홍제천,8.2,12.3,7.2,5.3,8.4,5.936,0.482,,1100000,,,,,,,,,,
1995,10,17,안양천4,7.6,3.5,10.9,15.8,15.5,38.88,0.869,,240000,,,,,,,,,,
1995,10,17,안양천5,7.6,3.3,8.8,13.7,8.7,26.16,0.897,,240000,,,,,,,,,,
1995,10,21,영등포,7.3,9,2.5,3.3,6.2,5.808,0.123,,30000,,,,,,,,,,
1995,11,2,가양,7.4,7,4.6,7.2,16.1,6.224,0.319,,290000,0,0,0,0,0,0,,0,,
1995,11,2,구의,7.8,10.7,1.5,4.6,14.8,1.296,0.074,,2300,,,,,,,,,,
1995,11,2,노량진,7.4,8.8,3,4.9,9.2,5.375,0.262,,430000,0,0,0,0,0,0,,0,,
1995,11,2,보광,7.4,8.6,4.4,6.3,14.8,4.09,0.255,,500000,,,,,,,,,,
1995,11,2,암사,7.9,10.6,1,4.5,14.2,0.792,0.059,,7000,,,,,,,,,,
1995,11,2,잠실,8,10.8,1.8,4.7,13.6,2.112,0.081,,1700,,,,,,,,,,
1995,11,15,안양천4,7.4,5.4,11,16.4,18,18.336,0.856,,130000,,,,,,,,,,
1995,11,15,안양천5,7.4,4.5,9.4,15.9,23.5,18.192,0.955,,300000,,,,,,,,,,
1995,11,20,도림천,7.5,6.6,9.2,5.3,5.4,6.464,0.352,,90000,,,,,,,,,,
1995,11,20,목감천,7.8,4.2,39.4,21.1,41.6,12.72,1.089,,1600000,,,,,,,,,,
1995,11,20,정릉천,6.9,5,25.7,14,10.4,13.568,1.017,,1100000,,,,,,,,,,
1995,11,20,중랑천2,6.9,8.8,16.6,9.5,15,10.752,0.605,,90000,,,,,,,90000,,,
1995,11,20,중랑천3,7.8,7.6,9.6,11.2,8.7,9.504,0.438,,1100000,,,,,,,90000,,,
1995,11,20,중랑천4,7.7,4.8,16.8,14.1,21,13.184,1.05,,1100000,,,,,,,400000,,,
1995,11,20,홍제천,6.9,7.4,16.1,8.3,12,8.512,0.61,,1100000,,,,,,,,,,
1995,11,21,고덕천,7.4,9.8,8.4,12.8,11.2,12.784,0.317,,90000,,,,,,,,,,
1995,11,21,성내천,7.3,7,4.4,6.2,3.7,3.968,0.102,,210000,,,,,,,,,,
1995,11,21,양재천,7.3,9,4.4,6.5,4.6,11.12,0.494,,400000,,,,,,,,,,
1995,11,23,영등포,7.4,8.3,2.7,5,9.6,4.848,0.22,,17000,,,,,,,,,,
1995,11,30,탄천5,7.1,6.6,11.1,10.9,24.3,7.44,0.92,,900000,,,,,,,,,,
1995,12,1,탄천5,7,6.6,8.1,13.8,21,26.4,1.306,,170000,0,0,0,0,0,0,,0.2,,
1995,12,5,고덕천,7.2,11.5,14.5,12.5,9.6,16.352,0.235,,140000,0,0,0,0,0,0,,0.1,,
1995,12,5,성내천,7.6,11.2,6.6,7.3,6.4,4.262,0,,1100000,0,0,0,0,0,0,,0,,
1995,12,5,양재천,7.5,11.2,7.9,11.3,6.8,11.424,0.595,,220000,0,0,0,0,0,0,,0.1,,
1995,12,5,중랑천2,7.5,9.5,24,15.7,24.6,13.952,0.772,,140000,0,0,0,0,0,0,40000,0.1,,
1995,12,5,중랑천3,7.4,11.9,13,14.6,11.2,12.976,0.307,,220000,0,0,0,0,0,0,40000,0,,
1995,12,5,중랑천4,7.4,7.8,28.1,14.5,12,15.248,1.108,,400000,0,0,0,0,0,0,220000,0.1,,
1995,12,6,도림천,7.3,11.7,8.4,9,2.6,9.724,0.489,,70000,0,0,0,0,0,0,,0,,
1995,12,6,목감천,7.6,10.3,29.3,11.4,30.8,10.713,0.748,,1400000,0,0,0,0,0,0,,0,,
1995,12,6,홍제천,7.6,11.8,26.9,11.6,22.4,11.696,0.451,,210000,0,0,0,0,0,0,,0,,
1995,12,11,안양천4,7.4,6.3,15.5,17.1,21,31.968,1.219,,130000,0,0.05,0,0,0,0,,1,,
1995,12,11,안양천5,7.3,4.5,14.4,19.5,13.6,28.416,1.121,,110000,0,0,0,0,0,0,,1,,
1995,12,21,영등포,7.2,7.6,2.5,4.5,4.6,10.536,0.281,,90000,0,0,0,0,0,0,,0.1,,
1995,12,29,가양,7.3,7.9,6,8.2,8.4,18.976,0.353,,22000,0,0,0,0,0,0,,0.1,,
1995,12,29,구의,7.8,13.3,2.1,3.4,6.8,3.763,0.115,,3000,0,0,0,0,0,0,,0,,
1995,12,29,노량진,7.3,9.5,3.3,5.6,8.7,9.888,0.297,,110000,0,0,0,0,0,0,,0.1,,
1995,12,29,보광,7.4,11.8,2.9,4.9,7.8,3.859,0.204,,5000,0,0,0,0,0,0,,0,,
1995,12,29,암사,7.9,12.8,2.4,3.8,7.2,4.099,0.168,,8000,0,0,0,0,0,0,,0,,
1995,12,29,잠실,7.8,12.6,2.1,3.6,5.8,3.571,0.045,,500,0,0,0,0,0,0,,0,,
1995,1,4,뚝도,7.7,9.2,2.7,4.5,6.2,4.378,0.242,,30,,,,,,,,,,
1995,2,23,뚝도,7.9,8.4,2.9,6.4,7,5.918,0.356,,160000,,,,,,,,,,
1995,3,27,뚝도,7.7,8.1,3.2,4.9,7.7,4.867,0.189,,1600,0,0,0,0,0,0,,0,,
1995,4,27,뚝도,7.9,11.5,3.4,4.9,13.2,3.787,0.157,,5000,,,,,,,,,,
1995,5,2,뚝도,7.9,9.8,4,5.9,7.4,4.925,0.277,,9000,,,,,,,,,,
1995,6,29,뚝도,7.6,9.4,2.8,4.8,5.1,2.635,0.127,,16000,0,0,0,0,0,0,,0.2,,
1995,7,28,뚝도,7.5,8.5,3.5,4.5,4.4,4.147,0.16,,24000,,,,,,,,,,
1995,8,26,뚝도,7.5,8.7,1.9,4.4,14.4,2.554,0.246,,24000,,,,,,,,,,
1995,9,30,뚝도,7,8.8,2.1,4.1,39.6,3.034,0.132,,50000,0,0,0,0,0,0,,0,,
1995,10,5,뚝도,7.4,8.7,2.1,3.7,10.4,2.447,0.116,,13000,,,,,,,,,,
1995,11,2,뚝도,7.3,10,2.4,5.7,14.4,2.472,0.145,,17000,,,,,,,,,,
1995,12,29,뚝도,7.6,13.1,2.1,3.8,6.8,3.252,0.18,,11000,0,0,0,0,0,0,,0,,
1996,1,5,가양,7.3,10.7,5,6.9,8.2,10.122,0.356,,11000,0,0,0,0,0,0,2200,0.1,,
1996,1,5,구의,8.4,10.5,2.4,4.1,5.8,6.864,0.108,,7000,,,,,,,1300,,,
1996,1,5,노량진,7.3,11.2,4.5,6.2,8.2,9.234,0.308,,60000,0,0,0,0,0,0,12000,0.2,,
1996,1,5,보광,7.3,9.2,4.5,6.7,8.8,4.536,0.279,,50000,,,,,,,900,,,
1996,1,5,암사,8.4,10.5,2.5,4.4,5.8,5.04,0.058,,5000,,,,,,,2200,,,
1996,1,5,잠실,8.7,10.7,2.8,3.9,5.8,8.952,0.046,,9000,,,,,,,1100,,,
1996,1,9,탄천5,7.3,9.1,11.2,12.6,12.3,19.344,0.635,,130000,,,,,,,130000,,,
1996,1,15,안양천4,7.4,4.6,38.5,31.1,97,23.76,1.799,,2400000,,,,,,,50000,,,
1996,1,15,안양천5,7.4,4.5,18.7,22.4,18.7,20.88,1.126,,2400000,,,,,,,220000,,,
1996,1,17,고덕천,6.9,12.4,9,8.4,7,16.067,0.433,,2400,,,,,,,,,,
